weekstatus,day_of_week,load_type,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2_,lagging_current_power_factor,leading_current_power_factor,nsm,usage_kwh
Weekday,Tuesday,Maximum_Load,20.09,0.0,0.02,92.35,100.0,54900,48.38
Weekday,Tuesday,Maximum_Load,44.5,0.0,0.03,86.03,100.0,55800,75.1
Weekday,Tuesday,Maximum_Load,27.14,0.0,0.03,89.64,100.0,56700,54.9
Weekday,Tuesday,Maximum_Load,23.18,0.0,0.03,92.8,100.0,57600,57.74
Weekday,Tuesday,Maximum_Load,26.68,0.0,0.03,89.87,100.0,58500,54.68
Weekday,Tuesday,Maximum_Load,27.61,0.0,0.03,91.24,100.0,59400,61.56
Weekday,Tuesday,Maximum_Load,33.05,0.0,0.03,89.2,100.0,60300,65.2
Weekday,Tuesday,Maximum_Load,32.87,0.0,0.03,88.65,100.0,61200,62.96
Weekday,Tuesday,Medium_Load,32.08,0.0,0.03,88.94,100.0,62100,62.42
Weekday,Tuesday,Medium_Load,30.13,0.0,0.04,93.89,100.0,63000,82.22
Weekday,Tuesday,Medium_Load,4.43,1.08,0.02,99.47,99.97,63900,42.98
Weekday,Tuesday,Medium_Load,0.0,8.46,0.01,100.0,95.89,64800,28.58
Weekday,Tuesday,Medium_Load,20.2,0.61,0.02,87.91,99.99,65700,37.26
Weekday,Tuesday,Medium_Load,37.12,0.0,0.02,78.39,100.0,66600,46.87
Weekday,Tuesday,Medium_Load,30.2,0.0,0.03,88.22,100.0,67500,56.59
Weekday,Tuesday,Medium_Load,25.88,0.0,0.03,91.32,100.0,68400,58.0
Weekday,Tuesday,Medium_Load,25.78,0.0,0.03,91.2,100.0,69300,57.31
Weekday,Tuesday,Medium_Load,18.14,0.0,0.02,93.79,100.0,70200,49.03
Weekday,Tuesday,Medium_Load,19.98,0.0,0.02,92.53,100.0,71100,48.74
Weekday,Tuesday,Medium_Load,15.41,0.0,0.02,93.65,100.0,72000,41.15
Weekday,Tuesday,Medium_Load,28.3,0.0,0.03,89.91,100.0,72900,58.14
Weekday,Tuesday,Medium_Load,27.83,0.0,0.03,90.08,100.0,73800,57.74
Weekday,Tuesday,Medium_Load,23.62,0.04,0.03,91.81,100.0,74700,54.72
Weekday,Tuesday,Medium_Load,0.4,13.82,0.01,99.98,81.81,75600,19.66
Weekday,Tuesday,Medium_Load,0.0,22.07,0.0,100.0,36.71,76500,8.71
Weekday,Tuesday,Medium_Load,0.0,24.88,0.0,100.0,18.07,77400,4.57
Weekday,Tuesday,Medium_Load,0.0,24.3,0.0,100.0,17.35,78300,4.28
Weekday,Tuesday,Medium_Load,0.0,24.91,0.0,100.0,17.36,79200,4.39
Weekday,Tuesday,Medium_Load,1.87,13.72,0.0,91.13,28.89,80100,4.14
Weekday,Tuesday,Medium_Load,5.0,0.0,0.0,61.4,100.0,81000,3.89
Weekday,Tuesday,Medium_Load,4.93,0.0,0.0,62.24,100.0,81900,3.92
Weekday,Tuesday,Medium_Load,4.86,0.0,0.0,62.1,100.0,82800,3.85
Weekday,Tuesday,Light_Load,4.93,0.0,0.0,61.94,100.0,83700,3.89
Weekday,Tuesday,Light_Load,4.57,0.0,0.0,64.13,100.0,84600,3.82
Weekday,Tuesday,Light_Load,4.36,0.0,0.0,65.9,100.0,85500,3.82
Weekday,Tuesday,Light_Load,4.32,0.0,0.0,65.85,100.0,0,3.78
Weekday,Wednesday,Light_Load,4.79,0.0,0.0,62.35,100.0,900,3.82
Weekday,Wednesday,Light_Load,4.9,0.0,0.0,62.18,100.0,1800,3.89
Weekday,Wednesday,Light_Load,4.5,0.0,0.0,64.72,100.0,2700,3.82
Weekday,Wednesday,Light_Load,4.46,0.0,0.0,64.66,100.0,3600,3.78
Weekday,Wednesday,Light_Load,4.54,0.0,0.0,64.68,100.0,4500,3.85
Weekday,Wednesday,Light_Load,4.86,0.0,0.0,62.49,100.0,5400,3.89
Weekday,Wednesday,Light_Load,4.64,0.0,0.0,63.86,100.0,6300,3.85
Weekday,Wednesday,Light_Load,4.61,0.0,0.0,63.8,100.0,7200,3.82
Weekday,Wednesday,Light_Load,4.72,0.0,0.0,63.21,100.0,8100,3.85
Weekday,Wednesday,Light_Load,4.68,0.0,0.0,63.92,100.0,9000,3.89
Weekday,Wednesday,Light_Load,4.75,0.0,0.0,62.97,100.0,9900,3.85
Weekday,Wednesday,Light_Load,4.68,0.0,0.0,59.78,100.0,10800,3.49
Weekday,Wednesday,Light_Load,4.86,0.0,0.0,55.94,100.0,11700,3.28
Weekday,Wednesday,Light_Load,4.93,0.0,0.0,55.39,100.0,12600,3.28
Weekday,Wednesday,Light_Load,4.93,0.0,0.0,55.39,100.0,13500,3.28
Weekday,Wednesday,Light_Load,4.75,0.0,0.0,56.82,100.0,14400,3.28
Weekday,Wednesday,Light_Load,4.82,0.0,0.0,57.41,100.0,15300,3.38
Weekday,Wednesday,Light_Load,4.72,0.0,0.0,56.59,100.0,16200,3.24
Weekday,Wednesday,Light_Load,4.57,0.0,0.0,57.84,100.0,17100,3.24
Weekday,Wednesday,Light_Load,4.79,0.0,0.0,56.5,100.0,18000,3.28
Weekday,Wednesday,Light_Load,4.79,0.0,0.0,56.5,100.0,18900,3.28
Weekday,Wednesday,Light_Load,4.82,0.0,0.0,56.61,100.0,19800,3.31
Weekday,Wednesday,Light_Load,4.61,0.0,0.0,57.02,100.0,20700,3.2
Weekday,Wednesday,Light_Load,4.61,0.0,0.0,57.5,100.0,21600,3.24
Weekday,Wednesday,Light_Load,4.75,0.0,0.0,56.35,100.0,22500,3.24
Weekday,Wednesday,Light_Load,4.72,0.0,0.0,56.59,100.0,23400,3.24
Weekday,Wednesday,Light_Load,4.82,0.0,0.0,57.07,100.0,24300,3.35
Weekday,Wednesday,Light_Load,4.61,0.0,0.0,62.7,100.0,25200,3.71
Weekday,Wednesday,Light_Load,4.68,0.0,0.0,56.08,100.0,26100,3.17
Weekday,Wednesday,Light_Load,5.08,0.0,0.0,57.39,100.0,27000,3.56
Weekday,Wednesday,Light_Load,6.62,0.0,0.0,55.87,100.0,27900,4.46
Weekday,Wednesday,Light_Load,6.41,0.0,0.0,56.51,100.0,28800,4.39
Weekday,Wednesday,Light_Load,35.46,0.0,0.02,71.76,100.0,29700,36.54
Weekday,Wednesday,Light_Load,56.05,0.0,0.03,74.26,100.0,30600,62.14
Weekday,Wednesday,Light_Load,67.9,0.0,0.03,73.16,100.0,31500,72.86
Weekday,Wednesday,Light_Load,41.08,0.0,0.03,86.66,100.0,32400,71.35
Weekday,Wednesday,Medium_Load,22.72,0.0,0.03,92.87,100.0,33300,56.92
Weekday,Wednesday,Medium_Load,25.24,0.0,0.03,92.64,100.0,34200,62.1
Weekday,Wednesday,Medium_Load,30.35,0.0,0.03,90.08,100.0,35100,62.96
Weekday,Wednesday,Medium_Load,33.23,0.0,0.03,91.03,100.0,36000,73.08
Weekday,Wednesday,Maximum_Load,37.3,0.0,0.04,91.5,100.0,36900,84.6
Weekday,Wednesday,Maximum_Load,54.83,0.0,0.05,90.73,100.0,37800,118.33
Weekday,Wednesday,Maximum_Load,33.23,0.0,0.03,90.45,100.0,38700,70.49
Weekday,Wednesday,Maximum_Load,45.25,0.0,0.05,90.91,100.0,39600,98.75
Weekday,Wednesday,Maximum_Load,59.44,0.0,0.04,85.41,100.0,40500,97.6
Weekday,Wednesday,Maximum_Load,50.9,0.0,0.04,84.87,100.0,41400,81.68
Weekday,Wednesday,Maximum_Load,54.14,0.0,0.04,85.61,100.0,42300,89.68
Weekday,Wednesday,Maximum_Load,58.14,0.0,0.04,85.41,100.0,43200,95.47
Weekday,Wednesday,Medium_Load,4.25,17.28,0.01,95.5,62.07,44100,13.68
Weekday,Wednesday,Medium_Load,0.0,25.42,0.0,100.0,21.44,45000,5.58
Weekday,Wednesday,Medium_Load,0.0,24.91,0.0,100.0,21.86,45900,5.58
Weekday,Wednesday,Medium_Load,0.0,25.09,0.0,100.0,22.38,46800,5.76
Weekday,Wednesday,Maximum_Load,4.0,5.69,0.01,99.22,98.43,47700,31.75
Weekday,Wednesday,Maximum_Load,18.22,0.04,0.03,95.23,100.0,48600,56.88
Weekday,Wednesday,Maximum_Load,15.95,0.04,0.02,95.75,100.0,49500,52.96
Weekday,Wednesday,Maximum_Load,23.69,0.0,0.03,92.16,100.0,50400,56.23
Weekday,Wednesday,Maximum_Load,27.68,0.0,0.03,92.04,100.0,51300,65.16
Weekday,Wednesday,Maximum_Load,23.4,0.0,0.03,92.3,100.0,52200,56.12
Weekday,Wednesday,Maximum_Load,11.95,0.0,0.02,96.58,100.0,53100,44.53
Weekday,Wednesday,Maximum_Load,16.56,0.0,0.02,94.68,100.0,54000,48.74
Weekday,Wednesday,Maximum_Load,16.27,0.0,0.02,95.46,100.0,54900,52.13
Weekday,Wednesday,Maximum_Load,16.63,0.0,0.02,94.75,100.0,55800,49.28
Weekday,Wednesday,Maximum_Load,16.34,0.0,0.02,95.26,100.0,56700,51.16
Weekday,Wednesday,Maximum_Load,23.4,0.0,0.03,93.45,100.0,57600,61.45
Weekday,Wednesday,Maximum_Load,31.97,0.0,0.04,94.83,100.0,58500,95.54
Weekday,Wednesday,Maximum_Load,22.07,0.0,0.03,93.48,100.0,59400,58.07
Weekday,Wednesday,Maximum_Load,41.62,0.0,0.05,93.85,100.0,60300,113.11
Weekday,Wednesday,Maximum_Load,20.56,0.0,0.03,95.73,100.0,61200,68.08
Weekday,Wednesday,Medium_Load,42.26,0.0,0.05,93.74,100.0,62100,113.72
Weekday,Wednesday,Medium_Load,26.21,0.0,0.04,96.05,100.0,63000,90.43
Weekday,Wednesday,Medium_Load,34.96,0.0,0.04,91.85,100.0,63900,81.22
Weekday,Wednesday,Medium_Load,5.47,4.25,0.02,99.11,99.46,64800,40.75
Weekday,Wednesday,Medium_Load,2.56,4.93,0.01,98.08,93.4,65700,12.89
Weekday,Wednesday,Medium_Load,0.0,5.8,0.0,100.0,62.22,66600,4.61
Weekday,Wednesday,Medium_Load,0.0,19.76,0.0,100.0,22.02,67500,4.46
Weekday,Wednesday,Medium_Load,0.0,24.66,0.0,100.0,17.8,68400,4.46
Weekday,Wednesday,Medium_Load,0.0,24.66,0.0,100.0,17.8,69300,4.46
Weekday,Wednesday,Medium_Load,0.0,24.62,0.0,100.0,17.83,70200,4.46
Weekday,Wednesday,Medium_Load,0.0,24.55,0.0,100.0,17.6,71100,4.39
Weekday,Wednesday,Medium_Load,0.0,24.62,0.0,100.0,17.83,72000,4.46
Weekday,Wednesday,Medium_Load,0.0,24.48,0.0,100.0,17.65,72900,4.39
Weekday,Wednesday,Medium_Load,0.0,24.44,0.0,100.0,17.84,73800,4.43
Weekday,Wednesday,Medium_Load,0.0,24.19,0.0,100.0,18.01,74700,4.43
Weekday,Wednesday,Medium_Load,0.0,24.3,0.0,100.0,17.93,75600,4.43
Weekday,Wednesday,Medium_Load,0.0,24.37,0.0,100.0,18.16,76500,4.5
Weekday,Wednesday,Medium_Load,0.0,24.26,0.0,100.0,17.96,77400,4.43
Weekday,Wednesday,Medium_Load,0.0,24.16,0.0,100.0,18.15,78300,4.46
Weekday,Wednesday,Medium_Load,0.0,24.16,0.0,100.0,18.04,79200,4.43
Weekday,Wednesday,Medium_Load,2.27,12.78,0.0,88.34,31.76,80100,4.28
Weekday,Wednesday,Medium_Load,5.76,0.0,0.0,57.99,100.0,81000,4.1
Weekday,Wednesday,Medium_Load,6.08,0.0,0.0,55.25,100.0,81900,4.03
Weekday,Wednesday,Medium_Load,6.48,0.0,0.0,53.19,100.0,82800,4.07
Weekday,Wednesday,Light_Load,5.65,0.0,0.0,57.39,100.0,83700,3.96
Weekday,Wednesday,Light_Load,5.76,0.0,0.0,56.65,100.0,84600,3.96
Weekday,Wednesday,Light_Load,5.58,0.0,0.0,57.87,100.0,85500,3.96
Weekday,Wednesday,Light_Load,6.05,0.0,0.0,55.44,100.0,0,4.03
Weekday,Thursday,Light_Load,5.4,0.0,0.0,53.51,100.0,900,3.42
Weekday,Thursday,Light_Load,5.29,0.0,0.0,53.5,100.0,1800,3.35
Weekday,Thursday,Light_Load,5.51,0.0,0.0,52.74,100.0,2700,3.42
Weekday,Thursday,Light_Load,5.58,0.0,0.0,52.26,100.0,3600,3.42
Weekday,Thursday,Light_Load,5.51,0.0,0.0,53.18,100.0,4500,3.46
Weekday,Thursday,Light_Load,5.36,0.0,0.0,53.79,100.0,5400,3.42
Weekday,Thursday,Light_Load,5.62,0.0,0.0,52.76,100.0,6300,3.49
Weekday,Thursday,Light_Load,5.47,0.0,0.0,52.57,100.0,7200,3.38
Weekday,Thursday,Light_Load,5.44,0.0,0.0,52.78,100.0,8100,3.38
Weekday,Thursday,Light_Load,5.62,0.0,0.0,52.43,100.0,9000,3.46
Weekday,Thursday,Light_Load,5.8,0.0,0.0,51.56,100.0,9900,3.49
Weekday,Thursday,Light_Load,5.69,0.0,0.0,51.52,100.0,10800,3.42
Weekday,Thursday,Light_Load,5.62,0.0,0.0,51.54,100.0,11700,3.38
Weekday,Thursday,Light_Load,5.58,0.0,0.0,52.7,100.0,12600,3.46
Weekday,Thursday,Light_Load,5.8,0.0,0.0,50.79,100.0,13500,3.42
Weekday,Thursday,Light_Load,5.76,0.0,0.0,52.57,100.0,14400,3.56
Weekday,Thursday,Light_Load,6.3,0.0,0.0,53.89,100.0,15300,4.03
Weekday,Thursday,Light_Load,6.05,0.0,0.0,51.86,100.0,16200,3.67
Weekday,Thursday,Light_Load,5.65,0.0,0.0,51.78,100.0,17100,3.42
Weekday,Thursday,Light_Load,5.8,0.0,0.0,51.23,100.0,18000,3.46
Weekday,Thursday,Light_Load,5.58,0.0,0.0,52.7,100.0,18900,3.46
Weekday,Thursday,Light_Load,5.47,0.0,0.0,53.46,100.0,19800,3.46
Weekday,Thursday,Light_Load,5.58,0.0,0.0,52.26,100.0,20700,3.42
Weekday,Thursday,Light_Load,5.51,0.0,0.0,52.74,100.0,21600,3.42
Weekday,Thursday,Light_Load,5.58,0.0,0.0,52.26,100.0,22500,3.42
Weekday,Thursday,Light_Load,5.76,0.0,0.0,50.61,100.0,23400,3.38
Weekday,Thursday,Light_Load,5.54,0.0,0.0,52.53,100.0,24300,3.42
Weekday,Thursday,Light_Load,5.58,0.0,0.0,51.81,100.0,25200,3.38
Weekday,Thursday,Light_Load,5.33,0.0,0.0,52.76,100.0,26100,3.31
Weekday,Thursday,Light_Load,5.47,0.0,0.0,56.13,100.0,27000,3.71
Weekday,Thursday,Light_Load,7.09,0.0,0.0,54.51,100.0,27900,4.61
Weekday,Thursday,Light_Load,7.27,0.0,0.0,64.65,100.0,28800,6.16
Weekday,Thursday,Light_Load,45.9,0.0,0.03,80.9,100.0,29700,63.18
Weekday,Thursday,Light_Load,74.88,0.0,0.05,84.48,100.0,30600,118.22
Weekday,Thursday,Light_Load,76.32,0.0,0.04,78.5,100.0,31500,96.7
Weekday,Thursday,Light_Load,56.3,0.0,0.06,90.98,100.0,32400,123.44
Weekday,Thursday,Medium_Load,42.19,0.0,0.04,91.54,100.0,33300,95.94
Weekday,Thursday,Medium_Load,49.5,0.0,0.05,92.12,100.0,34200,117.18
Weekday,Thursday,Medium_Load,41.44,0.0,0.04,91.16,100.0,35100,91.87
Weekday,Thursday,Medium_Load,50.76,0.0,0.06,92.17,100.0,36000,120.6
Weekday,Thursday,Maximum_Load,45.97,0.0,0.05,90.97,100.0,36900,100.73
Weekday,Thursday,Maximum_Load,50.22,0.0,0.06,92.8,100.0,37800,125.1
Weekday,Thursday,Maximum_Load,36.58,0.0,0.04,93.68,100.0,38700,97.92
Weekday,Thursday,Maximum_Load,43.56,0.0,0.05,91.84,100.0,39600,101.12
Weekday,Thursday,Maximum_Load,61.16,0.0,0.04,82.96,100.0,40500,90.86
Weekday,Thursday,Maximum_Load,60.7,0.0,0.05,87.11,100.0,41400,107.68
Weekday,Thursday,Maximum_Load,62.32,0.0,0.05,86.42,100.0,42300,107.06
Weekday,Thursday,Maximum_Load,62.39,0.0,0.04,83.83,100.0,43200,95.94
Weekday,Thursday,Medium_Load,2.52,13.0,0.01,97.57,65.37,44100,11.23
Weekday,Thursday,Medium_Load,0.0,25.34,0.0,100.0,23.73,45000,6.19
Weekday,Thursday,Medium_Load,0.0,25.16,0.0,100.0,24.43,45900,6.34
Weekday,Thursday,Medium_Load,0.0,25.42,0.0,100.0,23.01,46800,6.01
Weekday,Thursday,Maximum_Load,30.89,4.75,0.04,93.08,99.82,47700,78.66
Weekday,Thursday,Maximum_Load,38.34,0.0,0.04,92.36,100.0,48600,92.38
Weekday,Thursday,Maximum_Load,53.89,0.0,0.06,92.1,100.0,49500,127.37
Weekday,Thursday,Maximum_Load,28.08,0.0,0.03,93.02,100.0,50400,71.14
Weekday,Thursday,Maximum_Load,39.56,0.0,0.04,92.12,100.0,51300,93.67
Weekday,Thursday,Maximum_Load,36.65,0.0,0.04,93.37,100.0,52200,95.54
Weekday,Thursday,Maximum_Load,48.24,0.0,0.04,89.52,100.0,53100,96.88
Weekday,Thursday,Maximum_Load,53.86,0.0,0.06,92.14,100.0,54000,127.69
Weekday,Thursday,Maximum_Load,39.64,0.0,0.04,90.69,100.0,54900,85.32
Weekday,Thursday,Maximum_Load,55.76,0.0,0.05,89.94,100.0,55800,114.7
Weekday,Thursday,Maximum_Load,34.27,0.0,0.04,92.71,100.0,56700,84.78
Weekday,Thursday,Maximum_Load,22.54,0.0,0.02,90.92,100.0,57600,49.21
Weekday,Thursday,Maximum_Load,34.02,0.0,0.03,90.02,100.0,58500,70.34
Weekday,Thursday,Maximum_Load,37.12,0.0,0.04,92.65,100.0,59400,91.4
Weekday,Thursday,Maximum_Load,34.7,0.0,0.04,91.95,100.0,60300,81.18
Weekday,Thursday,Maximum_Load,34.2,0.0,0.03,89.55,100.0,61200,68.8
Weekday,Thursday,Medium_Load,48.2,0.0,0.05,91.01,100.0,62100,105.88
Weekday,Thursday,Medium_Load,36.97,0.07,0.03,88.46,100.0,63000,70.13
Weekday,Thursday,Medium_Load,0.18,6.26,0.01,100.0,98.18,63900,32.36
Weekday,Thursday,Medium_Load,0.0,7.09,0.01,100.0,97.61,64800,31.86
Weekday,Thursday,Medium_Load,42.8,0.47,0.03,80.71,100.0,65700,58.5
Weekday,Thursday,Medium_Load,52.13,0.0,0.03,75.2,100.0,66600,59.47
Weekday,Thursday,Medium_Load,30.17,0.0,0.02,87.17,100.0,67500,53.68
Weekday,Thursday,Medium_Load,62.96,0.0,0.04,80.78,100.0,68400,86.29
Weekday,Thursday,Medium_Load,40.07,0.0,0.03,84.08,100.0,69300,62.24
Weekday,Thursday,Medium_Load,47.59,0.0,0.04,84.95,100.0,70200,76.64
Weekday,Thursday,Medium_Load,18.9,0.0,0.02,93.52,100.0,71100,49.93
Weekday,Thursday,Medium_Load,55.66,0.0,0.05,87.74,100.0,72000,101.77
Weekday,Thursday,Medium_Load,34.63,0.0,0.05,94.37,100.0,72900,98.82
Weekday,Thursday,Medium_Load,56.99,0.0,0.05,89.56,100.0,73800,114.73
Weekday,Thursday,Medium_Load,27.25,0.0,0.03,93.83,100.0,74700,73.94
Weekday,Thursday,Medium_Load,3.53,5.54,0.02,99.47,98.71,75600,34.09
Weekday,Thursday,Medium_Load,0.0,23.11,0.0,100.0,28.65,76500,6.91
Weekday,Thursday,Medium_Load,0.0,24.66,0.0,100.0,18.49,77400,4.64
Weekday,Thursday,Medium_Load,0.0,23.29,0.0,100.0,18.07,78300,4.28
Weekday,Thursday,Medium_Load,0.0,23.69,0.0,100.0,17.94,79200,4.32
Weekday,Thursday,Medium_Load,1.69,14.18,0.0,92.22,27.34,80100,4.03
Weekday,Thursday,Medium_Load,5.15,0.0,0.0,59.88,100.0,81000,3.85
Weekday,Thursday,Medium_Load,5.11,0.0,0.0,60.57,100.0,81900,3.89
Weekday,Thursday,Medium_Load,4.57,0.0,0.0,64.13,100.0,82800,3.82
Weekday,Thursday,Light_Load,4.54,0.0,0.0,63.58,100.0,83700,3.74
Weekday,Thursday,Light_Load,4.68,0.0,0.0,62.12,100.0,84600,3.71
Weekday,Thursday,Light_Load,5.08,0.0,0.0,59.29,100.0,85500,3.74
Weekday,Thursday,Light_Load,4.72,0.0,0.0,61.8,100.0,0,3.71
Weekday,Friday,Light_Load,4.5,0.0,0.0,63.61,100.0,900,3.71
Weekday,Friday,Light_Load,4.64,0.0,0.0,62.76,100.0,1800,3.74
Weekday,Friday,Light_Load,4.82,0.0,0.0,61.71,100.0,2700,3.78
Weekday,Friday,Light_Load,5.22,0.0,0.0,58.65,100.0,3600,3.78
Weekday,Friday,Light_Load,4.72,0.0,0.0,62.1,100.0,4500,3.74
Weekday,Friday,Light_Load,4.54,0.0,0.0,63.28,100.0,5400,3.71
Weekday,Friday,Light_Load,4.68,0.0,0.0,62.43,100.0,6300,3.74
Weekday,Friday,Light_Load,5.0,0.0,0.0,60.71,100.0,7200,3.82
Weekday,Friday,Light_Load,4.86,0.0,0.0,60.26,100.0,8100,3.67
Weekday,Friday,Light_Load,4.82,0.0,0.0,55.31,100.0,9000,3.2
Weekday,Friday,Light_Load,4.75,0.0,0.0,55.87,100.0,9900,3.2
Weekday,Friday,Light_Load,4.54,0.0,0.0,57.25,100.0,10800,3.17
Weekday,Friday,Light_Load,4.61,0.0,0.0,57.02,100.0,11700,3.2
Weekday,Friday,Light_Load,4.64,0.0,0.0,56.77,100.0,12600,3.2
Weekday,Friday,Light_Load,4.82,0.0,0.0,55.31,100.0,13500,3.2
Weekday,Friday,Light_Load,4.57,0.0,0.0,57.0,100.0,14400,3.17
Weekday,Friday,Light_Load,4.61,0.0,0.0,56.17,100.0,15300,3.13
Weekday,Friday,Light_Load,4.64,0.0,0.0,57.25,100.0,16200,3.24
Weekday,Friday,Light_Load,4.54,0.0,0.0,57.61,100.0,17100,3.2
Weekday,Friday,Light_Load,4.79,0.0,0.0,55.55,100.0,18000,3.2
Weekday,Friday,Light_Load,4.5,0.0,0.0,57.59,100.0,18900,3.17
Weekday,Friday,Light_Load,4.25,0.0,0.0,59.3,100.0,19800,3.13
Weekday,Friday,Light_Load,4.28,0.0,0.0,59.03,100.0,20700,3.13
Weekday,Friday,Light_Load,4.43,0.0,0.0,63.07,100.0,21600,3.6
Weekday,Friday,Light_Load,4.28,0.0,0.0,62.42,100.0,22500,3.42
Weekday,Friday,Light_Load,4.25,0.0,0.0,58.93,100.0,23400,3.1
Weekday,Friday,Light_Load,4.32,0.0,0.0,58.3,100.0,24300,3.1
Weekday,Friday,Light_Load,4.21,0.0,0.0,58.79,100.0,25200,3.06
Weekday,Friday,Light_Load,3.89,0.0,0.0,62.32,100.0,26100,3.1
Weekday,Friday,Light_Load,3.82,0.0,0.0,70.34,100.0,27000,3.78
Weekday,Friday,Light_Load,3.64,0.0,0.0,72.66,100.0,27900,3.85
Weekday,Friday,Light_Load,5.54,0.0,0.0,67.58,100.0,28800,5.08
Weekday,Friday,Light_Load,43.06,0.0,0.03,81.49,100.0,29700,60.55
Weekday,Friday,Light_Load,69.26,0.0,0.05,86.36,100.0,30600,118.66
Weekday,Friday,Light_Load,82.44,0.0,0.05,81.22,100.0,31500,114.77
Weekday,Friday,Light_Load,29.52,0.0,0.03,92.99,100.0,32400,74.63
Weekday,Friday,Medium_Load,21.1,0.0,0.03,95.73,100.0,33300,69.91
Weekday,Friday,Medium_Load,32.83,0.0,0.05,95.74,100.0,34200,108.9
Weekday,Friday,Medium_Load,41.44,0.0,0.05,92.98,100.0,35100,104.72
Weekday,Friday,Medium_Load,49.32,0.0,0.06,92.68,100.0,36000,121.75
Weekday,Friday,Maximum_Load,49.28,0.0,0.05,91.36,100.0,36900,110.74
Weekday,Friday,Maximum_Load,35.28,0.0,0.04,92.23,100.0,37800,84.2
Weekday,Friday,Maximum_Load,32.26,0.0,0.03,87.48,100.0,38700,58.25
Weekday,Friday,Maximum_Load,26.6,0.0,0.03,91.16,100.0,39600,59.0
Weekday,Friday,Maximum_Load,62.93,0.0,0.05,86.69,100.0,40500,109.44
Weekday,Friday,Maximum_Load,61.13,0.0,0.05,86.15,100.0,41400,103.72
Weekday,Friday,Maximum_Load,56.16,0.0,0.04,86.57,100.0,42300,97.13
Weekday,Friday,Maximum_Load,46.62,0.0,0.03,84.29,100.0,43200,73.04
Weekday,Friday,Medium_Load,7.74,12.2,0.02,97.9,95.02,44100,37.19
Weekday,Friday,Medium_Load,0.0,25.02,0.0,100.0,25.72,45000,6.66
Weekday,Friday,Medium_Load,0.0,25.52,0.0,100.0,26.14,45900,6.91
Weekday,Friday,Medium_Load,0.0,25.78,0.0,100.0,26.9,46800,7.2
Weekday,Friday,Maximum_Load,19.66,5.47,0.03,94.3,99.52,47700,55.69
Weekday,Friday,Maximum_Load,50.65,0.0,0.05,91.04,100.0,48600,111.42
Weekday,Friday,Maximum_Load,46.91,0.0,0.05,92.5,100.0,49500,114.23
Weekday,Friday,Maximum_Load,31.72,0.0,0.03,92.3,100.0,50400,76.1
Weekday,Friday,Maximum_Load,33.37,0.0,0.04,92.15,100.0,51300,79.16
Weekday,Friday,Maximum_Load,39.46,0.0,0.04,92.32,100.0,52200,94.79
Weekday,Friday,Maximum_Load,29.16,0.0,0.03,92.45,100.0,53100,70.74
Weekday,Friday,Maximum_Load,32.33,0.0,0.04,94.73,100.0,54000,95.62
Weekday,Friday,Maximum_Load,33.88,0.0,0.04,93.16,100.0,54900,86.83
Weekday,Friday,Maximum_Load,55.08,0.0,0.06,91.26,100.0,55800,122.94
Weekday,Friday,Maximum_Load,44.93,0.0,0.04,90.9,100.0,56700,97.99
Weekday,Friday,Maximum_Load,40.18,0.0,0.04,89.81,100.0,57600,82.04
Weekday,Friday,Maximum_Load,51.91,0.0,0.05,90.98,100.0,58500,113.8
Weekday,Friday,Maximum_Load,36.43,0.0,0.03,87.99,100.0,59400,67.46
Weekday,Friday,Maximum_Load,29.41,0.0,0.03,90.74,100.0,60300,63.5
Weekday,Friday,Maximum_Load,17.42,0.0,0.02,94.58,100.0,61200,50.72
Weekday,Friday,Medium_Load,33.05,0.0,0.03,91.12,100.0,62100,73.08
Weekday,Friday,Medium_Load,20.41,0.0,0.03,93.84,100.0,63000,55.44
Weekday,Friday,Medium_Load,0.18,10.12,0.01,100.0,95.08,63900,31.07
Weekday,Friday,Medium_Load,0.0,10.3,0.01,100.0,94.74,64800,30.49
Weekday,Friday,Medium_Load,16.31,0.72,0.02,92.44,99.98,65700,39.53
Weekday,Friday,Medium_Load,40.61,0.0,0.03,83.64,100.0,66600,61.96
Weekday,Friday,Medium_Load,32.76,0.0,0.04,93.24,100.0,67500,84.53
Weekday,Friday,Medium_Load,31.82,0.0,0.04,94.46,100.0,68400,91.55
Weekday,Friday,Medium_Load,33.52,0.0,0.04,93.21,100.0,69300,86.26
Weekday,Friday,Medium_Load,36.32,0.0,0.05,94.47,100.0,70200,104.65
Weekday,Friday,Medium_Load,36.58,0.0,0.04,93.09,100.0,71100,93.24
Weekday,Friday,Medium_Load,28.87,0.0,0.05,96.32,100.0,72000,103.46
Weekday,Friday,Medium_Load,13.43,1.3,0.03,98.23,99.98,72900,70.52
Weekday,Friday,Medium_Load,6.73,1.94,0.02,99.14,99.93,73800,51.08
Weekday,Friday,Medium_Load,25.63,0.0,0.05,96.9,100.0,74700,100.55
Weekday,Friday,Medium_Load,15.34,1.76,0.03,97.97,99.97,75600,74.95
Weekday,Friday,Medium_Load,0.0,25.99,0.0,100.0,20.85,76500,5.54
Weekday,Friday,Medium_Load,0.0,26.6,0.0,100.0,15.63,77400,4.21
Weekday,Friday,Medium_Load,0.0,26.5,0.0,100.0,15.58,78300,4.18
Weekday,Friday,Medium_Load,0.0,26.5,0.0,100.0,15.44,79200,4.14
